Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.768271e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1
step 00000 (0.0%) | loss: 9.011566 | lrm: 1.00 | dt: 18850ms | tok/sec: 6,953 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 01095 (75.0%) | loss: 3.014716 | lrm: 0.33 | dt: 216ms | tok/sec: 606,890 | mfu: 17.0% | epoch: 1 | remaining: 75s    
step 01096 (75.0%) | loss: 3.011922 | lrm: 0.33 | dt: 215ms | tok/sec: 608,541 | mfu: 17.0% | epoch: 1 | remaining: 75s    
step 01097 (75.1%) | loss: 3.014836 | lrm: 0.33 | dt: 216ms | tok/sec: 605,588 | mfu: 16.9% | epoch: 1 | remaining: 74s    
step 01098 (75.2%) | loss: 3.015393 | lrm: 0.33 | dt: 216ms | tok/sec: 606,039 | mfu: 17.0% | epoch: 1 | remaining: 74s    
step 01099 (75.2%) | loss: 3.011714 | lrm: 0.33 | dt: 212ms | tok/sec: 617,325 | mfu: 17.3% | epoch: 1 | remaining: 74s    
step 01100 (75.3%) | loss: 3.015480 | lrm: 0.33 | dt: 215ms | tok/sec: 608,267 | mfu: 17.0% | epoch: 1 | remaining: 74s    
step 01101 (75.4%) | loss: 3.014015 | lrm: 0.33 | dt: 215ms | tok/sec: 610,613 | mfu: 17.1% | epoch: 1 | remaining: 74s    
step 01102 (75.5%) | loss: 3.010138 | lrm: 0.33 | dt: 212ms | tok/sec: 618,709 | mfu: 17.3% | epoch: 1 | remaining: 73s    
step 01103 (75.5%) | loss: 3.006856 | lrm: 0.33 | dt: 214ms | tok/sec: 613,709 | mfu: 17.2% | epoch: 1 | remaining: 73s    
step 01104 (75.6%) | loss: 3.008111 | lrm: 0.33 | dt: 212ms | tok/sec: 619,714 | mfu: 17.3% | epoch: 1 | remaining: 73s    
step 01105 (75.7%) | loss: 3.005336 | lrm: 0.32 | dt: 212ms | tok/sec: 617,978 | mfu: 17.3% | epoch: 1 | remaining: 73s    
step 01106 (75.7%) | loss: 3.012421 | lrm: 0.32 | dt: 206ms | tok/sec: 635,938 | mfu: 17.8% | epoch: 1 | remaining: 73s    
step 01107 (75.8%) | loss: 3.016871 | lrm: 0.32 | dt: 203ms | tok/sec: 646,877 | mfu: 18.1% | epoch: 1 | remaining: 72s    
step 01108 (75.9%) | loss: 3.017741 | lrm: 0.32 | dt: 203ms | tok/sec: 646,676 | mfu: 18.1% | epoch: 1 | remaining: 72s    
step 01109 (75.9%) | loss: 3.011571 | lrm: 0.32 | dt: 201ms | tok/sec: 650,834 | mfu: 18.2% | epoch: 1 | remaining: 72s    
step 01110 (76.0%) | loss: 3.010223 | lrm: 0.32 | dt: 203ms | tok/sec: 645,539 | mfu: 18.1% | epoch: 1 | remaining: 72s    
step 01111 (76.1%) | loss: 3.008509 | lrm: 0.32 | dt: 203ms | tok/sec: 647,130 | mfu: 18.1% | epoch: 1 | remaining: 72s    
step 01112 (76.1%) | loss: 3.012318 | lrm: 0.32 | dt: 203ms | tok/sec: 645,889 | mfu: 18.1% | epoch: 1 | remaining: 71s    
step 01113 (76.2%) | loss: 3.013763 | lrm: 0.32 | dt: 203ms | tok/sec: 646,432 | mfu: 18.1% | epoch: 1 | remaining: 71s    
step 01114 (76.3%) | loss: 3.008057 | lrm: 0.32 | dt: 203ms | tok/sec: 646,401 | mfu: 18.1% | epoch: 1 | remaining: 71s    
step 01115 (76.4%) | loss: 3.008375 | lrm: 0.32 | dt: 203ms | tok/sec: 645,704 | mfu: 18.1% | epoch: 1 | remaining: 71s    
step 01116 (76.4%) | loss: 3.010292 | lrm: 0.31 | dt: 202ms | tok/sec: 648,204 | mfu: 18.1% | epoch: 1 | remaining: 71s    
step 01117 (76.5%) | loss: 3.008805 | lrm: 0.31 | dt: 202ms | tok/sec: 647,854 | mfu: 18.1% | epoch: 1 | remaining: 70s    
step 01118 (76.6%) | loss: 3.013276 | lrm: 0.31 | dt: 210ms | tok/sec: 624,362 | mfu: 17.5% | epoch: 1 | remaining: 70s    
step 01119 (76.6%) | loss: 3.011749 | lrm: 0.31 | dt: 216ms | tok/sec: 605,998 | mfu: 17.0% | epoch: 1 | remaining: 70s    
step 01120 (76.7%) | loss: 3.010381 | lrm: 0.31 | dt: 216ms | tok/sec: 607,797 | mfu: 17.0% | epoch: 1 | remaining: 70s    
step 01121 (76.8%) | loss: 3.008550 | lrm: 0.31 | dt: 217ms | tok/sec: 604,728 | mfu: 16.9% | epoch: 1 | remaining: 69s    
step 01122 (76.8%) | loss: 3.005973 | lrm: 0.31 | dt: 215ms | tok/sec: 610,378 | mfu: 17.1% | epoch: 1 | remaining: 69s    
step 01123 (76.9%) | loss: 3.008780 | lrm: 0.31 | dt: 213ms | tok/sec: 615,023 | mfu: 17.2% | epoch: 1 | remaining: 69s    
step 01124 (77.0%) | loss: 3.012847 | lrm: 0.31 | dt: 215ms | tok/sec: 608,377 | mfu: 17.0% | epoch: 1 | remaining: 69s    
step 01125 (77.1%) | loss: 3.012113 | lrm: 0.31 | dt: 215ms | tok/sec: 610,352 | mfu: 17.1% | epoch: 1 | remaining: 69s    
step 01126 (77.1%) | loss: 3.015366 | lrm: 0.30 | dt: 214ms | tok/sec: 613,351 | mfu: 17.2% | epoch: 1 | remaining: 68s    
step 01127 (77.2%) | loss: 3.014318 | lrm: 0.30 | dt: 213ms | tok/sec: 615,536 | mfu: 17.2% | epoch: 1 | remaining: 68s    
step 01128 (77.3%) | loss: 3.019253 | lrm: 0.30 | dt: 211ms | tok/sec: 619,741 | mfu: 17.3% | epoch: 1 | remaining: 68s    
step 01129 (77.3%) | loss: 3.019755 | lrm: 0.30 | dt: 213ms | tok/sec: 616,688 | mfu: 17.3% | epoch: 1 | remaining: 68s    
step 01130 (77.4%) | loss: 3.018723 | lrm: 0.30 | dt: 206ms | tok/sec: 636,712 | mfu: 17.8% | epoch: 1 | remaining: 68s    
step 01131 (77.5%) | loss: 3.016518 | lrm: 0.30 | dt: 202ms | tok/sec: 647,656 | mfu: 18.1% | epoch: 1 | remaining: 67s    
step 01132 (77.5%) | loss: 3.012937 | lrm: 0.30 | dt: 203ms | tok/sec: 645,808 | mfu: 18.1% | epoch: 1 | remaining: 67s    
step 01133 (77.6%) | loss: 3.012266 | lrm: 0.30 | dt: 202ms | tok/sec: 650,263 | mfu: 18.2% | epoch: 1 | remaining: 67s    
step 01134 (77.7%) | loss: 3.015167 | lrm: 0.30 | dt: 204ms | tok/sec: 643,023 | mfu: 18.0% | epoch: 1 | remaining: 67s    
step 01135 (77.7%) | loss: 3.013547 | lrm: 0.30 | dt: 202ms | tok/sec: 648,014 | mfu: 18.1% | epoch: 1 | remaining: 67s    
step 01136 (77.8%) | loss: 3.015964 | lrm: 0.30 | dt: 203ms | tok/sec: 645,548 | mfu: 18.1% | epoch: 1 | remaining: 66s    
step 01137 (77.9%) | loss: 3.013113 | lrm: 0.29 | dt: 203ms | tok/sec: 645,417 | mfu: 18.1% | epoch: 1 | remaining: 66s    
step 01138 (78.0%) | loss: 3.005688 | lrm: 0.29 | dt: 203ms | tok/sec: 645,573 | mfu: 18.1% | epoch: 1 | remaining: 66s    
step 01139 (78.0%) | loss: 3.007370 | lrm: 0.29 | dt: 203ms | tok/sec: 645,128 | mfu: 18.0% | epoch: 1 | remaining: 66s    
step 01140 (78.1%) | loss: 3.001336 | lrm: 0.29 | dt: 203ms | tok/sec: 646,792 | mfu: 18.1% | epoch: 1 | remaining: 66s    
step 01141 (78.2%) | loss: 3.005945 | lrm: 0.29 | dt: 202ms | tok/sec: 647,370 | mfu: 18.1% | epoch: 1 | remaining: 65s    
step 01142 (78.2%) | loss: 3.005701 | lrm: 0.29 | dt: 210ms | tok/sec: 623,735 | mfu: 17.4% | epoch: 1 | remaining: 65s    
step 01143 (78.3%) | loss: 3.002570 | lrm: 0.29 | dt: 217ms | tok/sec: 603,152 | mfu: 16.9% | epoch: 1 | remaining: 65s    
step 01144 (78.4%) | loss: 3.007378 | lrm: 0.29 | dt: 217ms | tok/sec: 604,608 | mfu: 16.9% | epoch: 1 | remaining: 65s    
step 01145 (78.4%) | loss: 3.007030 | lrm: 0.29 | dt: 217ms | tok/sec: 604,228 | mfu: 16.9% | epoch: 1 | remaining: 64s    
step 01146 (78.5%) | loss: 3.008872 | lrm: 0.29 | dt: 215ms | tok/sec: 609,039 | mfu: 17.0% | epoch: 1 | remaining: 64s    
step 01147 (78.6%) | loss: 3.005597 | lrm: 0.29 | dt: 213ms | tok/sec: 614,491 | mfu: 17.2% | epoch: 1 | remaining: 64s    
step 01148 (78.7%) | loss: 2.997463 | lrm: 0.28 | dt: 215ms | tok/sec: 610,367 | mfu: 17.1% | epoch: 1 | remaining: 64s    
step 01149 (78.7%) | loss: 2.999499 | lrm: 0.28 | dt: 214ms | tok/sec: 612,241 | mfu: 17.1% | epoch: 1 | remaining: 64s    
step 01150 (78.8%) | loss: 2.992378 | lrm: 0.28 | dt: 213ms | tok/sec: 614,852 | mfu: 17.2% | epoch: 1 | remaining: 63s    
step 01151 (78.9%) | loss: 2.998398 | lrm: 0.28 | dt: 213ms | tok/sec: 616,634 | mfu: 17.3% | epoch: 1 | remaining: 63s    
step 01152 (78.9%) | loss: 2.996751 | lrm: 0.28 | dt: 212ms | tok/sec: 617,598 | mfu: 17.3% | epoch: 1 | remaining: 63s    
step 01153 (79.0%) | loss: 2.996984 | lrm: 0.28 | dt: 213ms | tok/sec: 615,608 | mfu: 17.2% | epoch: 1 | remaining: 63s    
step 01154 (79.1%) | loss: 3.000084 | lrm: 0.28 | dt: 205ms | tok/sec: 640,800 | mfu: 17.9% | epoch: 1 | remaining: 63s    
step 01155 (79.1%) | loss: 3.007223 | lrm: 0.28 | dt: 202ms | tok/sec: 647,500 | mfu: 18.1% | epoch: 1 | remaining: 62s    
step 01156 (79.2%) | loss: 3.013924 | lrm: 0.28 | dt: 203ms | tok/sec: 645,401 | mfu: 18.1% | epoch: 1 | remaining: 62s    
step 01157 (79.3%) | loss: 3.011938 | lrm: 0.28 | dt: 202ms | tok/sec: 650,020 | mfu: 18.2% | epoch: 1 | remaining: 62s    
step 01158 (79.4%) | loss: 3.003089 | lrm: 0.28 | dt: 203ms | tok/sec: 644,369 | mfu: 18.0% | epoch: 1 | remaining: 62s    
step 01159 (79.4%) | loss: 3.005813 | lrm: 0.27 | dt: 202ms | tok/sec: 648,677 | mfu: 18.1% | epoch: 1 | remaining: 62s    
step 01160 (79.5%) | loss: 2.995333 | lrm: 0.27 | dt: 203ms | tok/sec: 645,587 | mfu: 18.1% | epoch: 1 | remaining: 61s    
step 01161 (79.6%) | loss: 3.000394 | lrm: 0.27 | dt: 203ms | tok/sec: 645,718 | mfu: 18.1% | epoch: 1 | remaining: 61s    
step 01162 (79.6%) | loss: 2.997332 | lrm: 0.27 | dt: 203ms | tok/sec: 646,098 | mfu: 18.1% | epoch: 1 | remaining: 61s    
step 01163 (79.7%) | loss: 2.995507 | lrm: 0.27 | dt: 202ms | tok/sec: 649,332 | mfu: 18.2% | epoch: 1 | remaining: 61s    
step 01164 (79.8%) | loss: 3.004577 | lrm: 0.27 | dt: 204ms | tok/sec: 642,944 | mfu: 18.0% | epoch: 1 | remaining: 61s    
step 01165 (79.8%) | loss: 3.002788 | lrm: 0.27 | dt: 202ms | tok/sec: 648,536 | mfu: 18.1% | epoch: 1 | remaining: 60s    
step 01166 (79.9%) | loss: 3.003680 | lrm: 0.27 | dt: 211ms | tok/sec: 622,108 | mfu: 17.4% | epoch: 1 | remaining: 60s    
step 01167 (80.0%) | loss: 2.998907 | lrm: 0.27 | dt: 217ms | tok/sec: 603,431 | mfu: 16.9% | epoch: 1 | remaining: 60s    
step 01168 (80.0%) | loss: 2.991338 | lrm: 0.27 | dt: 216ms | tok/sec: 606,239 | mfu: 17.0% | epoch: 1 | remaining: 60s    
step 01169 (80.1%) | loss: 2.983946 | lrm: 0.27 | dt: 218ms | tok/sec: 602,368 | mfu: 16.9% | epoch: 1 | remaining: 59s    
step 01170 (80.2%) | loss: 2.981793 | lrm: 0.26 | dt: 215ms | tok/sec: 608,877 | mfu: 17.0% | epoch: 1 | remaining: 59s    
step 01171 (80.2%) | loss: 2.983330 | lrm: 0.26 | dt: 213ms | tok/sec: 615,212 | mfu: 17.2% | epoch: 1 | remaining: 59s    
step 01172 (80.3%) | loss: 2.977323 | lrm: 0.26 | dt: 217ms | tok/sec: 605,028 | mfu: 16.9% | epoch: 1 | remaining: 59s    
step 01173 (80.4%) | loss: 2.974346 | lrm: 0.26 | dt: 214ms | tok/sec: 612,673 | mfu: 17.1% | epoch: 1 | remaining: 59s    
step 01174 (80.5%) | loss: 2.972364 | lrm: 0.26 | dt: 213ms | tok/sec: 614,654 | mfu: 17.2% | epoch: 1 | remaining: 58s    
step 01175 (80.5%) | loss: 2.973973 | lrm: 0.26 | dt: 213ms | tok/sec: 616,336 | mfu: 17.2% | epoch: 1 | remaining: 58s    
step 01176 (80.6%) | loss: 2.969863 | lrm: 0.26 | dt: 213ms | tok/sec: 616,327 | mfu: 17.2% | epoch: 1 | remaining: 58s    
step 01177 (80.7%) | loss: 2.978352 | lrm: 0.26 | dt: 213ms | tok/sec: 614,207 | mfu: 17.2% | epoch: 1 | remaining: 58s    
step 01178 (80.7%) | loss: 2.979447 | lrm: 0.26 | dt: 204ms | tok/sec: 641,630 | mfu: 18.0% | epoch: 1 | remaining: 58s    
step 01179 (80.8%) | loss: 2.977932 | lrm: 0.26 | dt: 202ms | tok/sec: 647,328 | mfu: 18.1% | epoch: 1 | remaining: 57s    
step 01180 (80.9%) | loss: 2.983365 | lrm: 0.25 | dt: 203ms | tok/sec: 646,669 | mfu: 18.1% | epoch: 1 | remaining: 57s    
step 01181 (81.0%) | loss: 2.980517 | lrm: 0.25 | dt: 203ms | tok/sec: 646,936 | mfu: 18.1% | epoch: 1 | remaining: 57s    
step 01182 (81.0%) | loss: 2.983417 | lrm: 0.25 | dt: 203ms | tok/sec: 644,792 | mfu: 18.0% | epoch: 1 | remaining: 57s    
step 01183 (81.1%) | loss: 2.990483 | lrm: 0.25 | dt: 202ms | tok/sec: 649,307 | mfu: 18.2% | epoch: 1 | remaining: 57s    
step 01184 (81.2%) | loss: 2.994371 | lrm: 0.25 | dt: 203ms | tok/sec: 645,533 | mfu: 18.1% | epoch: 1 | remaining: 56s    
step 01185 (81.2%) | loss: 2.991686 | lrm: 0.25 | dt: 203ms | tok/sec: 645,526 | mfu: 18.1% | epoch: 1 | remaining: 56s    
step 01186 (81.3%) | loss: 2.998781 | lrm: 0.25 | dt: 203ms | tok/sec: 645,844 | mfu: 18.1% | epoch: 1 | remaining: 56s    
step 01187 (81.4%) | loss: 2.994674 | lrm: 0.25 | dt: 203ms | tok/sec: 646,241 | mfu: 18.1% | epoch: 1 | remaining: 56s    
step 01188 (81.4%) | loss: 2.989222 | lrm: 0.25 | dt: 203ms | tok/sec: 645,770 | mfu: 18.1% | epoch: 1 | remaining: 56s    
step 01189 (81.5%) | loss: 2.983622 | lrm: 0.25 | dt: 202ms | tok/sec: 649,771 | mfu: 18.2% | epoch: 1 | remaining: 55s    
step 01190 (81.6%) | loss: 2.988005 | lrm: 0.25 | dt: 213ms | tok/sec: 615,699 | mfu: 17.2% | epoch: 1 | remaining: 55s    
step 01191 (81.6%) | loss: 2.994333 | lrm: 0.24 | dt: 216ms | tok/sec: 605,921 | mfu: 17.0% | epoch: 1 | remaining: 55s    
step 01192 (81.7%) | loss: 2.997069 | lrm: 0.24 | dt: 217ms | tok/sec: 605,293 | mfu: 16.9% | epoch: 1 | remaining: 55s    
step 01193 (81.8%) | loss: 2.995404 | lrm: 0.24 | dt: 217ms | tok/sec: 604,915 | mfu: 16.9% | epoch: 1 | remaining: 54s    
step 01194 (81.8%) | loss: 2.988068 | lrm: 0.24 | dt: 214ms | tok/sec: 612,429 | mfu: 17.1% | epoch: 1 | remaining: 54s    
step 01195 (81.9%) | loss: 2.988394 | lrm: 0.24 | dt: 214ms | tok/sec: 613,261 | mfu: 17.2% | epoch: 1 | remaining: 54s    
step 01196 (82.0%) | loss: 2.992317 | lrm: 0.24 | dt: 216ms | tok/sec: 606,311 | mfu: 17.0% | epoch: 1 | remaining: 54s    
step 01197 (82.1%) | loss: 2.982318 | lrm: 0.24 | dt: 215ms | tok/sec: 610,241 | mfu: 17.1% | epoch: 1 | remaining: 54s    
step 01198 (82.1%) | loss: 2.977257 | lrm: 0.24 | dt: 212ms | tok/sec: 618,755 | mfu: 17.3% | epoch: 1 | remaining: 53s    
step 01199 (82.2%) | loss: 2.966474 | lrm: 0.24 | dt: 213ms | tok/sec: 615,069 | mfu: 17.2% | epoch: 1 | remaining: 53s    
step 01200 (82.3%) | loss: 2.963335 | lrm: 0.24 | dt: 213ms | tok/sec: 616,356 | mfu: 17.2% | epoch: 1 | remaining: 53s    
step 01201 (82.3%) | loss: 2.971192 | lrm: 0.24 | dt: 213ms | tok/sec: 614,992 | mfu: 17.2% | epoch: 1 | remaining: 53s    
step 01202 (82.4%) | loss: 2.975608 | lrm: 0.23 | dt: 204ms | tok/sec: 642,275 | mfu: 18.0% | epoch: 1 | remaining: 53s    
step 01203 (82.5%) | loss: 2.972826 | lrm: 0.23 | dt: 202ms | tok/sec: 647,764 | mfu: 18.1% | epoch: 1 | remaining: 52s    
step 01204 (82.6%) | loss: 2.969498 | lrm: 0.23 | dt: 203ms | tok/sec: 647,205 | mfu: 18.1% | epoch: 1 | remaining: 52s    
step 01205 (82.6%) | loss: 2.971514 | lrm: 0.23 | dt: 204ms | tok/sec: 643,790 | mfu: 18.0% | epoch: 1 | remaining: 52s    
step 01206 (82.7%) | loss: 2.971085 | lrm: 0.23 | dt: 202ms | tok/sec: 649,431 | mfu: 18.2% | epoch: 1 | remaining: 52s    
step 01207 (82.8%) | loss: 2.977197 | lrm: 0.23 | dt: 203ms | tok/sec: 645,951 | mfu: 18.1% | epoch: 1 | remaining: 52s    
step 01208 (82.8%) | loss: 2.976442 | lrm: 0.23 | dt: 203ms | tok/sec: 645,095 | mfu: 18.0% | epoch: 1 | remaining: 51s    
step 01209 (82.9%) | loss: 2.973404 | lrm: 0.23 | dt: 203ms | tok/sec: 645,109 | mfu: 18.0% | epoch: 1 | remaining: 51s    
step 01210 (83.0%) | loss: 2.977096 | lrm: 0.23 | dt: 203ms | tok/sec: 645,636 | mfu: 18.1% | epoch: 1 | remaining: 51s    
step 01211 (83.0%) | loss: 2.973240 | lrm: 0.23 | dt: 203ms | tok/sec: 645,855 | mfu: 18.1% | epoch: 1 | remaining: 51s    
step 01212 (83.1%) | loss: 2.980016 | lrm: 0.23 | dt: 203ms | tok/sec: 646,541 | mfu: 18.1% | epoch: 1 | remaining: 51s    
step 01213 (83.2%) | loss: 2.976931 | lrm: 0.22 | dt: 203ms | tok/sec: 647,261 | mfu: 18.1% | epoch: 1 | remaining: 50s    
step 01214 (83.2%) | loss: 2.974482 | lrm: 0.22 | dt: 212ms | tok/sec: 618,583 | mfu: 17.3% | epoch: 1 | remaining: 50s    
step 01215 (83.3%) | loss: 2.977169 | lrm: 0.22 | dt: 216ms | tok/sec: 606,913 | mfu: 17.0% | epoch: 1 | remaining: 50s    
step 01216 (83.4%) | loss: 2.974444 | lrm: 0.22 | dt: 217ms | tok/sec: 603,786 | mfu: 16.9% | epoch: 1 | remaining: 50s    
step 01217 (83.4%) | loss: 2.976290 | lrm: 0.22 | dt: 216ms | tok/sec: 606,110 | mfu: 17.0% | epoch: 1 | remaining: 49s    
step 01218 (83.5%) | loss: 2.974639 | lrm: 0.22 | dt: 214ms | tok/sec: 611,275 | mfu: 17.1% | epoch: 1 | remaining: 49s    
step 01219 (83.6%) | loss: 2.971246 | lrm: 0.22 | dt: 215ms | tok/sec: 610,387 | mfu: 17.1% | epoch: 1 | remaining: 49s    
step 01220 (83.7%) | loss: 2.967576 | lrm: 0.22 | dt: 217ms | tok/sec: 603,483 | mfu: 16.9% | epoch: 1 | remaining: 49s    
step 01221 (83.7%) | loss: 2.972171 | lrm: 0.22 | dt: 216ms | tok/sec: 607,970 | mfu: 17.0% | epoch: 1 | remaining: 49s    
step 01222 (83.8%) | loss: 2.972604 | lrm: 0.22 | dt: 212ms | tok/sec: 618,404 | mfu: 17.3% | epoch: 1 | remaining: 48s    
step 01223 (83.9%) | loss: 2.970283 | lrm: 0.22 | dt: 213ms | tok/sec: 615,083 | mfu: 17.2% | epoch: 1 | remaining: 48s    
step 01224 (83.9%) | loss: 2.970580 | lrm: 0.21 | dt: 213ms | tok/sec: 615,446 | mfu: 17.2% | epoch: 1 | remaining: 48s    
step 01225 (84.0%) | loss: 2.965972 | lrm: 0.21 | dt: 212ms | tok/sec: 618,804 | mfu: 17.3% | epoch: 1 | remaining: 48s    
step 01226 (84.1%) | loss: 2.959459 | lrm: 0.21 | dt: 203ms | tok/sec: 646,205 | mfu: 18.1% | epoch: 1 | remaining: 48s    
step 01227 (84.2%) | loss: 2.960741 | lrm: 0.21 | dt: 203ms | tok/sec: 645,304 | mfu: 18.1% | epoch: 1 | remaining: 47s    
step 01228 (84.2%) | loss: 2.957701 | lrm: 0.21 | dt: 203ms | tok/sec: 645,428 | mfu: 18.1% | epoch: 1 | remaining: 47s    
step 01229 (84.3%) | loss: 2.955354 | lrm: 0.21 | dt: 203ms | tok/sec: 644,639 | mfu: 18.0% | epoch: 1 | remaining: 47s    
step 01230 (84.4%) | loss: 2.954151 | lrm: 0.21 | dt: 202ms | tok/sec: 648,759 | mfu: 18.2% | epoch: 1 | remaining: 47s    
step 01231 (84.4%) | loss: 2.948788 | lrm: 0.21 | dt: 202ms | tok/sec: 647,506 | mfu: 18.1% | epoch: 1 | remaining: 47s    
step 01232 (84.5%) | loss: 2.945508 | lrm: 0.21 | dt: 203ms | tok/sec: 644,654 | mfu: 18.0% | epoch: 1 | remaining: 46s    
step 01233 (84.6%) | loss: 2.946112 | lrm: 0.21 | dt: 203ms | tok/sec: 646,203 | mfu: 18.1% | epoch: 1 | remaining: 46s    
step 01234 (84.6%) | loss: 2.948981 | lrm: 0.20 | dt: 203ms | tok/sec: 644,569 | mfu: 18.0% | epoch: 1 | remaining: 46s    
step 01235 (84.7%) | loss: 2.944828 | lrm: 0.20 | dt: 203ms | tok/sec: 644,746 | mfu: 18.0% | epoch: 1 | remaining: 46s    
step 01236 (84.8%) | loss: 2.945426 | lrm: 0.20 | dt: 203ms | tok/sec: 644,173 | mfu: 18.0% | epoch: 1 | remaining: 46s    
step 01237 (84.8%) | loss: 2.937912 | lrm: 0.20 | dt: 203ms | tok/sec: 646,445 | mfu: 18.1% | epoch: 1 | remaining: 45s    
step 01238 (84.9%) | loss: 2.938616 | lrm: 0.20 | dt: 211ms | tok/sec: 620,908 | mfu: 17.4% | epoch: 1 | remaining: 45s    
step 01239 (85.0%) | loss: 2.936935 | lrm: 0.20 | dt: 216ms | tok/sec: 606,011 | mfu: 17.0% | epoch: 1 | remaining: 45s    
step 01240 (85.0%) | loss: 2.939456 | lrm: 0.20 | dt: 218ms | tok/sec: 602,115 | mfu: 16.8% | epoch: 1 | remaining: 45s    
step 01241 (85.1%) | loss: 2.932726 | lrm: 0.20 | dt: 217ms | tok/sec: 605,134 | mfu: 16.9% | epoch: 1 | remaining: 44s    
step 01242 (85.2%) | loss: 2.937265 | lrm: 0.20 | dt: 214ms | tok/sec: 612,259 | mfu: 17.1% | epoch: 1 | remaining: 44s    
step 01243 (85.3%) | loss: 2.942050 | lrm: 0.20 | dt: 214ms | tok/sec: 612,211 | mfu: 17.1% | epoch: 1 | remaining: 44s    
step 01244 (85.3%) | loss: 2.937809 | lrm: 0.20 | dt: 216ms | tok/sec: 605,802 | mfu: 16.9% | epoch: 1 | remaining: 44s    
step 01245 (85.4%) | loss: 2.937632 | lrm: 0.19 | dt: 215ms | tok/sec: 610,068 | mfu: 17.1% | epoch: 1 | remaining: 44s    
step 01246 (85.5%) | loss: 2.941692 | lrm: 0.19 | dt: 213ms | tok/sec: 615,985 | mfu: 17.2% | epoch: 1 | remaining: 43s    
step 01247 (85.5%) | loss: 2.944324 | lrm: 0.19 | dt: 213ms | tok/sec: 614,786 | mfu: 17.2% | epoch: 1 | remaining: 43s    
step 01248 (85.6%) | loss: 2.945345 | lrm: 0.19 | dt: 213ms | tok/sec: 614,706 | mfu: 17.2% | epoch: 1 | remaining: 43s    
step 01249 (85.7%) | loss: 2.945878 | lrm: 0.19 | dt: 212ms | tok/sec: 616,957 | mfu: 17.3% | epoch: 1 | remaining: 43s    
step 01250 (85.8%) | loss: 2.944311 | lrm: 0.19 | dt: 203ms | tok/sec: 645,749 | mfu: 18.1% | epoch: 1 | remaining: 43s    
step 01251 (85.8%) | loss: 2.947576 | lrm: 0.19 | dt: 203ms | tok/sec: 647,015 | mfu: 18.1% | epoch: 1 | remaining: 42s    
step 01252 (85.9%) | loss: 2.947722 | lrm: 0.19 | dt: 203ms | tok/sec: 645,799 | mfu: 18.1% | epoch: 1 | remaining: 42s    
step 01253 (86.0%) | loss: 2.951450 | lrm: 0.19 | dt: 203ms | tok/sec: 646,102 | mfu: 18.1% | epoch: 1 | remaining: 42s    
step 01254 (86.0%) | loss: 2.949265 | lrm: 0.19 | dt: 203ms | tok/sec: 644,437 | mfu: 18.0% | epoch: 1 | remaining: 42s    
step 01255 (86.1%) | loss: 2.950480 | lrm: 0.19 | dt: 203ms | tok/sec: 646,164 | mfu: 18.1% | epoch: 1 | remaining: 42s    
step 01256 (86.2%) | loss: 2.942368 | lrm: 0.18 | dt: 202ms | tok/sec: 649,850 | mfu: 18.2% | epoch: 1 | remaining: 41s    
step 01257 (86.2%) | loss: 2.939132 | lrm: 0.18 | dt: 203ms | tok/sec: 647,161 | mfu: 18.1% | epoch: 1 | remaining: 41s    
step 01258 (86.3%) | loss: 2.938225 | lrm: 0.18 | dt: 203ms | tok/sec: 646,064 | mfu: 18.1% | epoch: 1 | remaining: 41s    
step 01259 (86.4%) | loss: 2.934346 | lrm: 0.18 | dt: 203ms | tok/sec: 646,073 | mfu: 18.1% | epoch: 1 | remaining: 41s    
step 01260 (86.4%) | loss: 2.933656 | lrm: 0.18 | dt: 203ms | tok/sec: 645,421 | mfu: 18.1% | epoch: 1 | remaining: 41s    
step 01261 (86.5%) | loss: 2.936335 | lrm: 0.18 | dt: 203ms | tok/sec: 645,549 | mfu: 18.1% | epoch: 1 | remaining: 40s    
step 01262 (86.6%) | loss: 2.934924 | lrm: 0.18 | dt: 213ms | tok/sec: 615,919 | mfu: 17.2% | epoch: 1 | remaining: 40s    
step 01263 (86.6%) | loss: 2.937468 | lrm: 0.18 | dt: 217ms | tok/sec: 604,700 | mfu: 16.9% | epoch: 1 | remaining: 40s    
step 01264 (86.7%) | loss: 2.942850 | lrm: 0.18 | dt: 216ms | tok/sec: 605,547 | mfu: 16.9% | epoch: 1 | remaining: 40s    
step 01265 (86.8%) | loss: 2.951864 | lrm: 0.18 | dt: 216ms | tok/sec: 606,783 | mfu: 17.0% | epoch: 1 | remaining: 39s    
step 01266 (86.9%) | loss: 2.953625 | lrm: 0.18 | dt: 214ms | tok/sec: 611,174 | mfu: 17.1% | epoch: 1 | remaining: 39s    
